,thhat0,thhat1,thp0,thp1,ob,obp,aq
0,0.5734567901234567,0.9578189300411523,0.5,1.0,2884.291553980974,-2893.3592169096983,0.0
1,0.5734567901234567,0.9578189300411523,0.4675367141485877,1.0078508333896807,2883.753146156054,-2932.871786538204,0.09240172764320603
2,0.5808641975308642,0.9537037037037037,0.6493359697401883,0.7459738357758959,2888.9903761331616,-3027.9194123815873,0.0709960462035145
3,0.5808641975308642,0.9598765432098766,0.42629168219946223,1.1928527317787738,2889.8079879629117,-2967.0299912364653,0.07422359789080434
4,0.5808641975308642,0.9598765432098766,0.49132875157260875,0.9487775340962897,2889.759770809726,-2885.7520760316856,0.07213849037846613
5,0.5771604938271604,0.9537037037037037,0.43260233400212067,0.9848566574052025,2885.7839934986227,-2928.248615182768,0.07219247890141842
6,0.5796296296296296,0.9537037037037037,0.5362089572457599,0.7889918554018174,2886.6573669064765,-2999.3808078562615,0.07339304689940951
7,0.5796296296296296,0.9619341563786008,0.5451177166397008,0.905745236370695,2887.989424416086,-2903.3860447507363,0.07415272613492419
8,0.5796296296296296,0.9639917695473251,0.46201504839728486,0.8994783434995757,2888.8384939941593,-2945.4770999912125,0.07068762289326991
9,0.5820987654320988,0.9681069958847737,0.4496050516315311,0.7975873050914644,2890.162647057351,-3023.698268192401,0.06731841637509085
10,0.5820987654320988,0.9681069958847737,0.7420425434964214,1.083752666765535,2890.1693740670535,-2924.415404238439,0.06722450008682043
11,0.5858024691358025,0.9722222222222222,0.5969679271998468,0.9220328739058391,2889.34965632716,-2899.033696384016,0.06741877460568746
12,0.5845679012345679,0.9722222222222222,0.5202788171057484,1.0715040401819447,2890.063135770765,-2916.733996151559,0.06813866564958238
13,0.5858024691358025,0.9701646090534979,0.5854719945110667,0.9141084650180706,2890.624221128064,-2910.9449310693253,0.0515439414624838
14,0.5833333333333334,0.9742798353909465,0.5245175266457706,0.8851206223797488,2892.294174489392,-2938.458082911008,0.05030282968332698
15,0.5858024691358025,0.9783950617283951,0.5541393505473193,0.8329498789789239,2893.27239676464,-2939.7546006981474,0.05123471320313298
16,0.5845679012345679,0.9783950617283951,0.45417451835795053,0.9864740231933982,2893.228881536647,-2938.03983218373,0.05404977597126549
17,0.5895061728395062,0.9763374485596708,0.572543466730837,0.8960374601247071,2894.521424722721,-2905.140335670041,0.053057421717118525
18,0.5895061728395062,0.9763374485596708,0.6192837857090162,0.9740347262953345,2894.2916011813504,-2909.7665630882457,0.051457765528985705
19,0.5858024691358025,0.9742798353909465,0.5427877925108141,0.9231075315985635,2896.4307087230436,-2888.1702695504755,0.05098191675622029
20,0.5858024691358025,0.9701646090534979,0.599405143576313,0.9676723659563209,2895.242235286785,-2899.087902659017,0.04089680455043043
21,0.5845679012345679,0.9701646090534979,0.4479346310853748,1.0623823482182435,2895.6594058595324,-2911.971516889293,0.04095188487748201
22,0.5820987654320988,0.9742798353909465,0.5068100260055631,0.864947066731222,2895.2442480083805,-2912.6746474167276,0.03796891757444544
23,0.5808641975308642,0.9701646090534979,0.529179724994801,1.1480764022775116,2895.0910719969224,-2918.2177984169516,0.03827101776109816
24,0.5808641975308642,0.9742798353909465,0.6124243319863706,0.8800344003505121,2894.663795010598,-2919.9492316292053,0.03822533592558505
25,0.5796296296296296,0.9763374485596708,0.7140244790245964,1.0403467887243727,2894.9707570464398,-2927.033171481057,0.03813468453177464
26,0.5783950617283952,0.9742798353909465,0.4964492975536984,0.9441543720005098,2895.350036419253,-2908.2035385793874,0.03828432122511442
27,0.5783950617283952,0.9742798353909465,0.6072115472474668,1.0558389827125672,2895.362261447283,-2896.9038151025034,0.038276846790633395
28,0.5796296296296296,0.9763374485596708,0.455247805065089,1.067245136167026,2894.9471828971377,-2921.3101256537984,0.03822295320696223
29,0.5783950617283952,0.9763374485596708,0.7430835678150884,0.9131413911991453,2894.915911086124,-2907.597453027233,0.038198190301209516
30,0.587037037037037,0.9722222222222222,0.5818456119159199,1.0064712195078702,2893.7770103424978,-2887.1247394503935,0.038214894774930674
31,0.587037037037037,0.9742798353909465,0.659932740701438,0.9131274533527499,2893.141349807682,-2875.5028703516755,0.03728489936156018
32,0.5919753086419753,0.9701646090534979,0.5178873849892038,0.9762354188892095,2891.5601955756533,-2893.900218674098,0.037204603552439465
33,0.5919753086419753,0.9701646090534979,0.49538870299297716,0.9450578641290481,2891.2756498540307,-2938.134341705696,0.03677612253811982
34,0.595679012345679,0.9701646090534979,0.7529352619162999,0.9492853600785979,2892.3824200997537,-2918.903930829239,0.03673759286136023
35,0.5981481481481482,0.9701646090534979,0.6480459859576271,1.047427970500433,2892.024062774392,-2915.7163090086365,0.03666176958860926
36,0.5969135802469137,0.9681069958847737,0.5149060826001629,0.9028682378259353,2892.621408120174,-2949.004269422252,0.03659631305159978
37,0.5981481481481482,0.9722222222222222,0.6317865206814541,0.9970060015727389,2893.408122166248,-2877.1312153796957,0.03650624705943422
38,0.6006172839506172,0.9742798353909465,0.6574061824950806,1.1110616029240294,2892.116114898976,-2946.166903939771,0.03658707299433452
39,0.5993827160493828,0.9722222222222222,0.8130842621953434,0.9861371011158524,2892.31506817779,-2960.8053603283975,0.03661235306858278
40,0.5981481481481482,0.9722222222222222,0.7413959641265951,0.9713199100130655,2892.3735620685716,-2913.2169284158235,0.03646659619190813
41,0.6006172839506172,0.9701646090534979,0.6891133493454289,0.9813610887130346,2892.0961287701393,-2900.631443090884,0.03645112953481028
42,0.6006172839506172,0.9722222222222222,0.6813895033865293,0.8922509762024627,2891.9511467671814,-2932.970093234626,0.036428888516593164
43,0.5981481481481482,0.9742798353909465,0.6804906559366434,0.9575835153451637,2892.4514468203547,-2885.6674977886805,0.03637836856010993
44,0.6006172839506172,0.9742798353909465,0.7390744092612609,0.9134751960359605,2891.6788804709936,-2921.7558959418766,0.0364853995443793
45,0.6006172839506172,0.9742798353909465,0.5158981048558544,0.9868981006931435,2891.617918915633,-2882.8730816292145,0.03642425527862306
46,0.5993827160493828,0.9742798353909465,0.6110756996754476,0.6578767679449212,2890.8722777454573,-3171.8369232066016,0.03640676870100917
47,0.5993827160493828,0.9763374485596708,0.6298528259716328,0.9980440244092006,2890.9118049119515,-2867.466189363646,0.036425000729111166
48,0.6006172839506172,0.9783950617283951,0.6489169206371822,1.108917739489114,2889.499591698929,-2920.376943129728,0.03647691435143273
49,0.6006172839506172,0.9783950617283951,0.6323372526973183,0.9710241773961458,2889.2146130058954,-2891.135558094673,0.03661975027174072
50,0.6006172839506172,0.9783950617283951,0.5973101057796092,0.9822715605216318,2889.2427468061233,-2886.255082638852,0.036709571034651056
51,0.6006172839506172,0.9783950617283951,0.4985798314946689,0.968866131217126,2889.0822488269073,-2876.952531070606,0.03664983281369469
52,0.5981481481481482,0.9783950617283951,0.5568266358571192,1.261074068198983,2888.2760375196663,-2989.9681524342604,0.03624272249028242
53,0.5981481481481482,0.9783950617283951,0.5315037234598681,1.0556994184988089,2888.205234786239,-2895.4969211110183,0.03619243634120909
54,0.5969135802469137,0.9804526748971194,0.8461968481955957,0.9122287729719125,2888.027437701965,-2989.9228790382294,0.0361721712722213
55,0.5969135802469137,0.9804526748971194,0.7107255163645537,1.0125323110707285,2888.0037473388156,-2919.270893700692,0.03612852819281413
56,0.5969135802469137,0.9783950617283951,0.5839607681988785,0.9478044577139555,2888.288701378604,-2897.455106016352,0.03612025757223648
57,0.5969135802469137,0.9783950617283951,0.6941919361670924,1.2299452424872932,2888.55171668391,-2982.1554436523475,0.03612570005892486
58,0.5969135802469137,0.9783950617283951,0.6038112118025297,1.0818973919999408,2888.5675043260835,-2897.0425753647214,0.03608011303754854
59,0.595679012345679,0.9804526748971194,0.43704699585367845,0.7296075540476141,2888.3893915160843,-3169.6849304816783,0.03607885556380693
60,0.595679012345679,0.9804526748971194,0.5292336982673115,1.029036629261604,2888.3250201316364,-2891.7823255043836,0.03604477210479673
61,0.595679012345679,0.9804526748971194,0.42850553282259063,0.9556793355841064,2888.160183066355,-2931.8278380896727,0.03604975742370694
62,0.595679012345679,0.9804526748971194,0.6378385894896419,1.1217464589126136,2888.156198568208,-2933.3563172983895,0.03602600514265718
63,0.595679012345679,0.9804526748971194,0.5060737376831396,1.046700128371741,2888.1688971710387,-2901.818053379253,0.03602614625998837
64,0.595679012345679,0.9804526748971194,0.6325229544275751,1.1134797492394761,2888.1273333646427,-2931.676546120842,0.036036431591565096
65,0.595679012345679,0.9804526748971194,0.6098424506189685,1.0230756441222435,2888.160765324592,-2895.3752832121754,0.03602690936510088
66,0.595679012345679,0.9804526748971194,0.6226931459775731,0.9695316147058759,2888.2597019626564,-2885.983679519356,0.03604266628454861
67,0.595679012345679,0.9804526748971194,0.6821627651988934,0.9008759513868223,2888.1171906185477,-2887.494889640976,0.03602233436094755
68,0.5981481481481482,0.9763374485596708,0.7162090350186407,0.8817365225494677,2887.771210921047,-2917.7650472560463,0.03598735257430058
69,0.5981481481481482,0.9763374485596708,0.49061139919653546,1.0321155087332654,2887.7274445442335,-2904.7022745473814,0.036059316024105476
70,0.5981481481481482,0.9763374485596708,0.3512610256194368,1.091470867181289,2887.7161706369916,-2930.1055539161443,0.03609107052904248
71,0.5969135802469137,0.9763374485596708,0.5576545986385097,1.0906697057992583,2888.030843440238,-2907.4640226989195,0.03608305875462027
72,0.5969135802469137,0.9763374485596708,0.6640503160268595,0.7985447197076437,2888.0215898741785,-2952.417902353439,0.03605653243052924
73,0.5969135802469137,0.9763374485596708,0.4834672011408693,0.9639942095582041,2888.0791072599186,-2898.242799404024,0.036049591539938114
74,0.5969135802469137,0.9763374485596708,0.4896643500097845,0.7763601021055445,2887.9503171016245,-3037.285536832466,0.03605712345864712
75,0.5969135802469137,0.9763374485596708,0.7001428729428866,0.9472935744454554,2887.915888865993,-2891.9881893893116,0.03608465939121466
76,0.5981481481481482,0.9763374485596708,0.6164481017692968,0.9368580049079902,2887.624932024891,-2882.6507799988526,0.03608479823176451
77,0.5993827160493828,0.9742798353909465,0.6775144238867211,0.9268678467692631,2887.3533218217485,-2890.7467512116787,0.03610782306739506
78,0.5993827160493828,0.9742798353909465,0.6293838990056252,0.9097038305559414,2887.15091597311,-2916.4424352581127,0.03613514770855982
79,0.5993827160493828,0.9763374485596708,0.5689025956210974,0.9041415603655136,2887.5518287981263,-2895.1300370819044,0.03610082822290694
80,0.5981481481481482,0.9763374485596708,0.6351782597482256,1.1038650630473137,2887.435355404446,-2905.6885312694108,0.03603921303554547
81,0.5993827160493828,0.9763374485596708,0.6916730912272384,1.0666823928008196,2887.391263377985,-2899.463697580493,0.036074524303764025
82,0.5993827160493828,0.9783950617283951,0.48081783305712505,0.9775338082868311,2887.2212190501236,-2897.968448364399,0.036026013870167205
83,0.5981481481481482,0.9783950617283951,0.606152079780794,0.919670886473253,2887.078751801708,-2869.8725757880557,0.03596966647830374
84,0.5993827160493828,0.9763374485596708,0.7303070067951071,0.985490657364787,2886.527299315434,-2913.504419422821,0.03595360275439993
85,0.5993827160493828,0.9763374485596708,0.5829069916924551,0.971682499604813,2886.5513628898534,-2877.813720518179,0.03605997845873236
86,0.5993827160493828,0.9763374485596708,0.5083093070124556,0.9538430755875874,2886.2221461994027,-2925.0278216231054,0.03605418504814698
87,0.6006172839506172,0.9763374485596708,0.6855191544308812,0.9870717209891916,2886.687213239856,-2912.458010071581,0.03602929387057095
88,0.5993827160493828,0.9763374485596708,0.6888826318638227,1.0605006377220247,2887.077126438489,-2928.3929378327493,0.036006825473073746
89,0.5993827160493828,0.9742798353909465,0.5881093897970898,1.016795686081931,2887.213157806935,-2876.315554252356,0.035989690038581254
90,0.5981481481481482,0.9763374485596708,0.6470309383869882,1.0423918180027327,2886.800353546163,-2895.106495858563,0.036029334064008614
91,0.5993827160493828,0.9763374485596708,0.6399500642125783,1.0025633232048963,2886.702434548601,-2889.1016356944338,0.03595341369869143
92,0.5993827160493828,0.9763374485596708,0.5754532644992659,0.9340589816494994,2886.639519652014,-2899.9820505786183,0.035920689540425876
93,0.5993827160493828,0.9763374485596708,0.6630087416797237,0.9879966598939923,2886.819744517306,-2885.8396588941746,0.03589797668866818
94,0.5993827160493828,0.9783950617283951,0.5260908846138983,1.0083544875617052,2886.615568308391,-2910.1861010685448,0.03585913794373904
95,0.6006172839506172,0.9763374485596708,0.70357772724722,1.0459735065229618,2886.9559668217044,-2915.4080764337405,0.035843397896271986
96,0.6006172839506172,0.9763374485596708,0.5362516013634662,1.185981161132302,2886.9676760622847,-2937.953746456291,0.0359047789436317
97,0.6006172839506172,0.9763374485596708,0.5441384847823153,0.9609481591205917,2886.9926641472966,-2885.9971782137877,0.035907385530775604
98,0.6006172839506172,0.9763374485596708,0.44526431556133644,0.9476177073846878,2886.827090191003,-2918.4111134313416,0.03591243738392101
